Accession,T40,T43,T46,T49,T52,T55,T58,T61,T64,T67,RSD
IPI00396048.4,0.9999,1.0162,0.8807,0.5563,0.2512,0.0958,0.0605,0.0485,0.0359,0.0283,0
IPI00396218.2,0.9999,0.9793,0.9716,0.8703,0.8035,0.5176,0.1207,0.0855,0.0738,0.0564,0
IPI00397366.4,0.9999,1.016,0.8492,0.5526,0.419,0.269,0.2227,0.2076,0.1911,0.1486,0
IPI00399089.4,0.9999,0.995,1.0242,1.0998,1.006,0.9638,0.8634,0.8159,0.6375,0.4244,0
IPI00399183.5,0.9999,0.9367,0.9952,0.8988,0.8319,0.7372,0.61,0.5866,0.5469,0.3888,0
IPI00409698.1,0.9999,0.9941,1.0159,0.8606,0.5676,0.2673,0.1471,0.1097,0.0853,0.0695,0
IPI00412499.1,0.9999,0.9119,0.9192,0.8695,0.802,0.6412,0.4689,0.4632,0.4629,0.3631,0
IPI00413365.3,0.9999,1.0091,0.9398,0.7814,0.6965,0.5412,0.4536,0.4015,0.3879,0.2863,0
IPI00414197.3,0.9999,1.1738,1.1462,1.0859,0.9492,0.5177,0.2739,0.1965,0.1784,0.1329,0
IPI00414973.1,0.9999,1.0074,0.8227,0.578,0.2802,0.1275,0.0836,0.0686,0.0652,0.0542,0
IPI00419373.1,0.9999,1.1965,1.3162,1.0763,0.7376,0.379,0.2432,0.2155,0.1988,0.1734,0
IPI00425404.2,0.9999,0.8072,0.4779,0.3237,0.2413,0.1298,0.0903,0.0685,0.0528,0.0409,0
IPI00449197.1,0.9999,0.9904,1.0019,1.0641,0.8955,0.7957,0.851,0.8809,0.8153,0.785,0
IPI00449909.1,0.9999,1.0084,0.9173,0.613,0.3076,0.1272,0.074,0.0676,0.0601,0.0484,0
IPI00465238.3,0.9999,1.0374,0.9312,0.5736,0.2437,0.0986,0.0522,0.0524,0.0388,0.035,0
IPI00470483.10,0.9999,0.9978,0.9217,0.7997,0.6752,0.4911,0.2924,0.1876,0.1313,0.0784,0
IPI00477441.1,0.9999,0.9299,0.9014,0.9067,0.876,0.7531,0.7145,0.6154,0.5176,0.2671,0
IPI00477806.1,0.9999,1.0075,0.9418,0.9249,0.8302,0.6721,0.6072,0.5379,0.5465,0.4529,0
IPI00478230.2,0.9999,1.0469,0.9955,0.9425,0.8877,0.8259,0.7482,0.6524,0.5644,0.263,0
IPI00513761.2,0.9999,0.9168,0.9294,0.8892,0.8639,0.7933,0.7048,0.6553,0.6993,0.4862,0
IPI00513791.2,0.9999,0.9742,0.6371,0.3527,0.245,0.1122,0.071,0.0555,0.0545,0.0445,0
IPI00549516.3,0.9999,0.9336,0.9077,0.7149,0.4688,0.1514,0.0939,0.077,0.0843,0.0659,0
IPI00550181.2,0.9999,0.9486,0.9648,0.9667,0.9129,0.8337,0.7561,0.697,0.6804,0.5006,0
IPI00552141.2,0.9999,1.0713,1.0292,0.9446,0.8268,0.6379,0.4854,0.4637,0.3668,0.2684,0
IPI00552149.2,0.9999,1.0315,0.9632,0.7726,0.5661,0.2478,0.128,0.0897,0.095,0.0682,0
IPI00604527.2,0.9999,0.8419,0.7036,0.4111,0.2354,0.0988,0.0602,0.0522,0.0451,0.0408,0
IPI00604759.1,0.9999,1.0638,0.9482,0.9993,0.923,0.8056,0.8188,0.8276,0.801,0.6608,0
IPI00639841.2,0.9999,0.9875,0.8556,0.6087,0.4113,0.2263,0.0988,0.0661,0.0551,0.048,0
IPI00641117.2,0.9999,0.9167,0.7841,0.7593,0.8374,0.8082,0.8124,0.7786,0.799,0.5905,0
IPI00642451.3,0.9999,0.9826,0.9297,0.6929,0.2715,0.1214,0.0667,0.0581,0.0493,0.0425,0
IPI00645608.2,0.9999,0.9166,0.6531,0.4209,0.3321,0.1917,0.1342,0.1205,0.1032,0.0787,0
IPI00645739.1,0.9999,0.93,0.9535,0.8643,0.8048,0.6705,0.3959,0.1653,0.096,0.0745,0
IPI00646885.1,0.9999,0.9926,0.8824,0.5057,0.1822,0.0939,0.0678,0.0579,0.0485,0.0368,0
IPI00646899.1,0.9999,0.9895,0.9386,0.7398,0.5853,0.3023,0.162,0.1527,0.1141,0.1257,0
IPI00657805.1,0.9999,0.972,0.8637,0.5046,0.2602,0.1204,0.0658,0.0536,0.0391,0.0395,0
IPI00741097.2,0.9999,0.9588,0.9469,1.0144,0.9709,0.88,0.8294,0.8419,0.7834,0.5928,0
IPI00743931.3,0.9999,1.0255,0.8738,0.6249,0.3857,0.1954,0.1285,0.1143,0.0829,0.0713,0
IPI00790411.1,0.9999,1.0758,1.0352,0.7406,0.4014,0.1541,0.0998,0.0813,0.0633,0.0576,0
IPI00794278.1,0.9999,1.1976,1.3254,1.2586,1.0449,0.4161,0.1702,0.1245,0.1057,0.0945,0
IPI00795267.1,0.9999,1.0925,1.0289,0.9798,0.8728,0.7363,0.6867,0.5972,0.4722,0.331,0
IPI00795654.4,0.9999,0.872,0.9379,0.7372,0.5626,0.3291,0.1806,0.1423,0.1334,0.0869,0
IPI00796891.2,0.9999,1.0435,0.9285,0.8406,0.8192,0.7387,0.5852,0.6179,0.5412,0.394,0
IPI00796978.3,0.9999,1.0967,1.0937,0.9045,0.4184,0.2026,0.1261,0.0968,0.0891,0.069,0
IPI00807625.1,0.9999,0.9672,0.8031,0.4995,0.4385,0.2649,0.1889,0.1613,0.1557,0.1132,0
IPI00815770.2,0.9999,0.9467,0.9053,0.5874,0.384,0.2243,0.1393,0.1188,0.1231,0.0897,0
IPI00845373.1,0.9999,0.9698,0.8891,0.6101,0.3416,0.1618,0.0881,0.0715,0.069,0.0576,0
IPI00845479.1,0.9999,0.9801,0.9398,0.8862,0.7062,0.3749,0.1769,0.1286,0.0954,0.0697,0
IPI00847759.2,0.9999,0.9577,0.9205,0.7092,0.5125,0.2333,0.1172,0.1154,0.0877,0.0798,0
IPI00872209.1,0.9999,0.8711,0.9917,0.9545,0.8487,0.7763,0.3831,0.2688,0.1983,0.1223,0
IPI00872639.1,0.9999,1.1062,0.9996,1.0193,0.9126,0.8224,0.6483,0.4839,0.2279,0.0936,0
IPI00873747.1,0.9999,0.989,0.9716,0.8106,0.3589,0.1808,0.1121,0.0974,0.0777,0.0588,0
IPI00873960.1,0.9999,0.9146,0.7833,0.5562,0.3996,0.2041,0.1373,0.1123,0.0924,0.0751,0
IPI00878985.1,0.9999,0.9083,0.9286,0.6078,0.4963,0.2365,0.1516,0.1207,0.1558,0.0779,0
IPI00879060.1,0.9999,1.0119,0.9149,0.8901,0.7856,0.5256,0.3248,0.1835,0.1062,0.081,0
IPI00879210.1,0.9999,1.0829,0.8648,0.5812,0.3944,0.2108,0.1358,0.1008,0.09,0.0727,0
IPI00879588.1,0.9999,0.9658,0.9782,0.8816,0.8772,0.8066,0.7122,0.6399,0.6464,0.4415,0
IPI00879760.1,0.9999,1.0714,1.0138,0.6722,0.5576,0.334,0.3027,0.2648,0.2489,0.1815,0
IPI00894235.1,0.9999,0.9553,0.5857,0.3015,0.2314,0.1498,0.0869,0.0565,0.0488,0.0396,0
IPI00909112.1,0.9999,0.9754,0.9555,0.9307,0.8441,0.6106,0.3783,0.2679,0.1994,0.1444,0
IPI00909569.1,0.9999,0.9566,1.0215,0.7934,0.7588,0.5672,0.2747,0.2165,0.1804,0.1453,0
IPI00911046.1,0.9999,1.0284,0.9206,0.6735,0.4349,0.2362,0.1573,0.1285,0.1099,0.0809,0
IPI00917064.1,0.9999,0.9995,1.0449,1.0719,1.0391,0.9074,0.8778,0.7275,0.6026,0.2718,0
IPI00000015.2,0.9999,1.101,1.198,1.0409,0.9723,0.7372,0.5772,0.534,0.5841,0.5606,0
IPI00000690.1,0.9999,0.9877,0.9615,0.8607,0.7277,0.45,0.2107,0.1177,0.0946,0.1246,0
IPI00000897.2,0.9999,1.0023,0.9489,0.7889,0.6185,0.2759,0.1094,0.0756,0.0731,0.0496,0
IPI00001580.4,0.9999,0.9473,0.9442,0.7635,0.6123,0.3706,0.2408,0.1854,0.1672,0.1139,0
IPI00001632.4,0.9999,0.947,0.9423,0.8188,0.7419,0.6105,0.4339,0.3905,0.3643,0.2598,0
IPI00002232.2,0.9999,0.9779,1.0319,1,0.6726,0.2431,0.1603,0.1242,0.1003,0.0785,0
IPI00002349.2,0.9999,1.0786,1.0558,1.0708,0.9371,0.7729,0.6117,0.6004,0.5084,0.3858,0
IPI00002375.3,0.9999,1.0164,0.8849,0.5537,0.3663,0.1989,0.1395,0.1133,0.1003,0.0697,0
IPI00003606.3,0.9999,0.9699,0.987,0.9242,0.6994,0.4007,0.2264,0.1656,0.1401,0.1033,0
IPI00003766.4,0.9999,0.9187,0.9172,0.8638,0.6893,0.5238,0.3248,0.2029,0.0994,0.0652,0
IPI00004068.2,0.9999,1.159,1.0432,0.693,0.4648,0.2135,0.1317,0.1437,0.1142,0.0709,0
IPI00004524.1,0.9999,1.0127,0.9871,0.8737,0.5857,0.2678,0.1149,0.083,0.0822,0.0697,0
IPI00004712.1,0.9999,0.9727,0.9212,0.8844,0.7969,0.6449,0.4465,0.2846,0.1555,0.0845,0
IPI00005777.1,0.9999,1.0159,0.9676,0.7034,0.3596,0.14,0.0825,0.0673,0.0521,0.0406,0
IPI00005822.2,0.9999,1.2517,1.2707,1.1577,0.9402,0.3082,0.132,0.1035,0.0918,0.0729,0
IPI00006091.2,0.9999,1.009,0.9636,0.8725,0.7204,0.4856,0.2017,0.1399,0.0983,0.0804,0
IPI00006658.4,0.9999,0.9787,1.0402,1.0749,0.9603,0.878,0.6326,0.6026,0.4212,0.3811,0
IPI00007058.1,0.9999,0.9717,1.006,0.9189,0.5445,0.1719,0.0691,0.0537,0.0465,0.0396,0
IPI00007277.2,0.9999,1.0833,1.0682,0.7531,0.9914,0.9386,0.92,0.8483,0.8782,0.6477,0
IPI00007755.3,0.9999,1.0599,0.9503,0.974,0.8693,0.6908,0.3984,0.2958,0.2108,0.1436,0
IPI00007941.4,0.9999,1.0478,1.062,1.1043,1.0345,1.0146,0.7837,0.9048,0.8089,0.5896,0
IPI00008601.3,0.9999,1.0999,0.9559,0.8195,0.7356,0.5314,0.387,0.2809,0.2447,0.1861,0
IPI00008787.3,0.9999,0.9306,0.8989,0.8262,0.7477,0.5225,0.2669,0.1726,0.1155,0.0843,0
IPI00009305.1,0.9999,1.0136,1.0532,1.1061,0.999,0.9498,1.0141,1.0281,0.8747,0.1649,0
IPI00009688.1,0.9999,1.0529,1.0181,0.9759,0.8537,0.5971,0.3696,0.2197,0.1304,0.0789,0
IPI00011232.3,0.9999,0.9992,0.9494,0.8307,0.7321,0.5167,0.4052,0.3437,0.3272,0.2825,0
IPI00012202.1,0.9999,1.1228,1.0273,1.0265,0.7589,0.3538,0.2169,0.1647,0.1495,0.1123,0
IPI00012345.2,0.9999,1.0783,1.1593,1.0753,0.996,0.8451,0.7748,0.7418,0.7408,0.6365,0
IPI00012538.3,0.9999,0.8664,0.5078,0.3004,0.2467,0.1393,0.0796,0.067,0.0557,0.0509,0
IPI00012585.1,0.9999,0.9988,0.9754,0.9199,0.6929,0.3911,0.1662,0.0773,0.0636,0.0467,0
IPI00012773.1,0.9999,1.0679,0.9875,0.7635,0.4013,0.1254,0.0567,0.0578,0.0373,0.0401,0
IPI00012835.1,0.9999,0.9499,0.9638,0.7857,0.6122,0.4571,0.358,0.2848,0.2125,0.1242,0
IPI00013068.1,0.9999,1.1718,0.8669,0.3776,0.2526,0.1142,0.0736,0.0616,0.0525,0.0444,0
IPI00013107.3,0.9999,1.0224,1.1094,0.7775,0.6999,0.5771,0.4568,0.4101,0.3899,0.3321,0
IPI00013146.1,0.9999,1.2676,0.9536,0.5191,0.3295,0.134,0.0915,0.0746,0.0626,0.0758,0
IPI00015944.3,0.9999,1.0606,1.0339,1.0213,0.6209,0.1809,0.0822,0.0686,0.0569,0.0422,0
IPI00015990.1,0.9999,0.9039,0.6554,0.3215,0.2412,0.0973,0.0746,0.0619,0.0551,0.0411,0
IPI00016639.7,0.9999,0.8937,0.8231,0.6788,0.5574,0.3517,0.1607,0.0844,0.0707,0.0499,0
IPI00016802.1,0.9999,0.9282,0.9433,0.8286,0.597,0.3445,0.1967,0.1485,0.1308,0.0927,0
IPI00018026.3,0.9999,1.0218,1.0138,1.0251,0.892,0.831,0.6147,0.6797,0.5008,0.3779,0
IPI00018260.1,0.9999,1.0142,0.9296,0.7992,0.564,0.2921,0.1655,0.1351,0.1242,0.0888,0
IPI00018404.4,0.9999,0.832,0.5803,0.4119,0.3534,0.2444,0.1547,0.1614,0.1371,0.1118,0
IPI00019282.1,0.9999,0.9861,0.7531,0.5197,0.3791,0.1684,0.1129,0.0847,0.0697,0.0513,0
IPI00019600.3,0.9999,0.895,1.0036,0.9898,0.8949,0.8239,0.3622,0.198,0.1329,0.1064,0
IPI00021408.1,0.9999,0.9138,0.904,0.7655,0.4849,0.2497,0.1149,0.0897,0.0753,0.0595,0
IPI00021626.2,0.9999,1.2335,1.2124,0.9912,0.7602,0.4886,0.3447,0.3032,0.2528,0.1856,0
IPI00021828.1,0.9999,0.9839,1.0148,1.0464,0.9584,0.9114,0.8132,0.7777,0.6775,0.4819,0
IPI00021943.4,0.9999,0.9822,0.8636,0.6509,0.3621,0.1478,0.0767,0.0648,0.0542,0.04,0
IPI00022628.4,0.9999,0.9687,0.9831,0.9179,0.8543,0.7211,0.4641,0.4501,0.4085,0.2792,0
IPI00022865.1,0.9999,1.0113,0.9495,0.8886,0.8211,0.6524,0.4951,0.3509,0.2484,0.1633,0
IPI00023407.4,0.9999,1.0139,1.034,0.8839,0.3916,0.1255,0.0654,0.0516,0.0515,0.0389,0
IPI00024071.1,0.9999,0.9638,0.9031,0.6647,0.4054,0.2017,0.124,0.1099,0.0929,0.0698,0
IPI00024157.1,0.9999,0.9873,1.0089,1.0389,0.8482,0.6846,0.5146,0.4833,0.403,0.3295,0
IPI00024235.1,0.9999,0.9595,0.9719,0.8784,0.8567,0.7381,0.6213,0.551,0.5676,0.4099,0
IPI00024975.2,0.9999,0.9683,0.6886,0.4563,0.3363,0.1918,0.1425,0.1247,0.1129,0.0901,0
IPI00026108.1,0.9999,1.369,0.9923,0.8348,0.7132,0.4088,0.2089,0.1726,0.1545,0.1331,0
IPI00026328.3,0.9999,0.9589,0.9499,0.9846,0.8983,0.7365,0.4798,0.4181,0.3362,0.2903,0
IPI00026359.4,0.9999,0.9846,0.9395,1.0144,0.922,0.6468,0.1599,0.1085,0.0896,0.0699,0
IPI00026612.1,0.9999,0.9891,0.9648,0.8834,0.6326,0.2931,0.1821,0.1452,0.1238,0.0985,0
IPI00027032.1,0.9999,1.0037,1.0421,1.0468,0.9048,0.7048,0.3077,0.1222,0.0831,0.066,0
IPI00027415.2,0.9999,1.0229,1.0189,0.8005,0.4253,0.1317,0.0634,0.0584,0.0481,0.0454,0
IPI00027778.3,0.9999,1.073,1.0279,1.0183,0.5958,0.2319,0.1464,0.1035,0.0817,0.0595,0
IPI00028264.3,0.9999,1.0755,0.8693,0.5631,0.3606,0.1749,0.1077,0.083,0.0743,0.0551,0
IPI00028493.3,0.9999,0.9341,0.9494,0.6683,0.36,0.1472,0.0867,0.072,0.0668,0.0494,0
IPI00029665.8,0.9999,0.9801,0.9671,0.9671,0.9146,0.7756,0.6224,0.507,0.3464,0.1939,0
IPI00031388.1,0.9999,0.9859,0.9828,0.7208,0.3121,0.0939,0.0629,0.046,0.0484,0.038,0
IPI00031558.3,0.9999,0.9607,1.0441,1.0165,0.8777,0.7311,0.4616,0.329,0.2364,0.1916,0
IPI00031655.1,0.9999,1.0101,0.9017,0.8254,0.5736,0.2523,0.1168,0.0766,0.0581,0.0489,0
IPI00031801.4,0.9999,1.0738,1.0962,1.0342,0.9376,0.7973,0.7228,0.8368,0.715,0.6335,0
IPI00032970.2,0.9999,0.8854,0.9239,0.7019,0.5166,0.2491,0.1326,0.1053,0.0823,0.0653,0
IPI00090720.4,0.9999,0.6536,0.4144,0.2568,0.1957,0.101,0.0651,0.0548,0.0478,0.0371,0
IPI00100245.1,0.9999,1.0798,1.1567,1.0345,0.8418,0.531,0.2579,0.1465,0.1214,0.0913,0
IPI00103341.3,0.9999,0.9362,0.8335,0.688,0.53,0.3062,0.1388,0.1036,0.0801,0.0677,0
IPI00103419.4,0.9999,1.0792,1.0629,0.9722,0.8857,0.5668,0.3818,0.3032,0.2315,0.1637,0
IPI00140201.4,0.9999,0.9281,0.617,0.3281,0.2219,0.1082,0.0517,0.0484,0.0436,0.0385,0
IPI00141561.3,0.9999,0.9409,0.6685,0.3181,0.2011,0.094,0.0482,0.0422,0.0394,0.0314,0
IPI00149964.6,0.9999,0.977,0.9462,0.7251,0.3127,0.1135,0.0784,0.0671,0.0596,0.0469,0
IPI00153032.1,0.9999,1.0959,1.2257,1.0386,0.9972,0.8585,0.7214,0.6812,0.7451,0.5723,0
IPI00156979.1,0.9999,0.9833,0.8904,0.6767,0.523,0.3275,0.2626,0.197,0.1814,0.1118,0
IPI00165393.1,0.9999,1.0313,0.9996,0.9426,0.7414,0.6457,0.5687,0.5853,0.4691,0.314,0
IPI00169430.2,0.9999,1.2072,1.0501,0.9074,0.7763,0.4823,0.3925,0.2077,0.164,0.1285,0
IPI00171636.3,0.9999,0.8424,0.6822,0.5292,0.4621,0.3247,0.2363,0.2184,0.1833,0.1327,0
IPI00183118.4,0.9999,1.0092,0.8835,0.5914,0.4285,0.2501,0.1464,0.0865,0.0745,0.0827,0
IPI00183503.8,0.9999,0.9371,0.9651,0.8617,0.585,0.2013,0.1015,0.0836,0.0686,0.0588,0
IPI00215919.5,0.9999,0.999,0.9192,0.8303,0.628,0.2845,0.1379,0.1028,0.084,0.0652,0
IPI00216408.3,0.9999,0.9913,0.9659,0.7046,0.3839,0.2098,0.0978,0.081,0.0814,0.0607,0
IPI00219153.4,0.9999,0.9098,1.0138,0.9797,0.9501,0.891,0.7136,0.6623,0.534,0.3378,0
IPI00221172.2,0.9999,1.0106,1.0047,1.0153,0.9568,0.8324,0.8162,0.7675,0.7863,0.6244,0
IPI00234252.3,0.9999,0.954,0.7707,0.4843,0.2947,0.1463,0.1018,0.0817,0.0739,0.0633,0
IPI00239077.5,0.9999,0.9831,0.9753,1.0464,0.9238,0.8339,0.542,0.479,0.3081,0.2281,0
IPI00257882.7,0.9999,0.9816,0.9794,0.988,0.902,0.7268,0.4835,0.368,0.2069,0.0977,0
IPI00290094.4,0.9999,1.0146,1.1068,0.9576,0.9432,0.7375,0.4414,0.2959,0.2515,0.1808,0
IPI00291398.2,0.9999,1.2019,1.0229,0.9715,0.979,0.7452,0.568,0.2506,0.1523,0.1117,0
IPI00291570.9,0.9999,1.0491,0.9186,0.8065,0.5968,0.3392,0.1595,0.1168,0.0928,0.0665,0
IPI00293363.2,0.9999,1.0749,0.9409,0.8933,0.8075,0.5417,0.218,0.1607,0.1569,0.1152,0
IPI00294603.6,0.9999,0.9615,0.7419,0.3961,0.2686,0.1452,0.1036,0.0975,0.0816,0.0763,0
IPI00296999.9,0.9999,1.0426,0.9308,0.898,0.882,0.6488,0.6649,0.4656,0.2173,0.0962,0
IPI00297113.1,0.9999,1.3811,0.9329,0.8743,0.8319,0.579,0.4466,0.35,0.361,0.2642,0
IPI00297261.3,0.9999,1.0216,0.913,0.7833,0.4682,0.1959,0.1318,0.1105,0.0945,0.0779,0
IPI00298111.7,0.9999,0.9505,0.743,0.3826,0.2255,0.101,0.0712,0.0631,0.0539,0.0451,0
IPI00298237.8,0.9999,0.941,0.7515,0.5735,0.4377,0.2285,0.1724,0.1531,0.1252,0.0999,0
IPI00298409.3,0.9999,1.1806,1.2454,1.2135,1.119,0.7515,0.5368,0.4136,0.3547,0.2612,0
IPI00300504.5,0.9999,0.9851,0.9596,0.5491,0.2456,0.1179,0.0709,0.0602,0.0521,0.0421,0
IPI00300585.4,0.9999,1.0646,0.9963,0.9922,0.9565,0.7041,0.9576,0.688,0.5349,0.2435,0
IPI00302281.1,0.9999,1.0446,0.7521,0.4385,0.2478,0.101,0.0558,0.0393,0.0408,0.0365,0
IPI00302829.5,0.9999,0.9684,0.9814,0.8739,0.7513,0.4979,0.1961,0.1001,0.0862,0.0633,0
IPI00304435.3,0.9999,0.9849,0.9948,0.9025,0.5222,0.192,0.1325,0.1007,0.0955,0.0815,0
IPI00305010.3,0.9999,1.0322,0.9646,1.0004,0.921,0.7717,0.8518,0.8642,0.8639,0.7299,0
IPI00305374.5,0.9999,1.0759,1.0062,0.7196,0.4943,0.2563,0.1623,0.14,0.1051,0.0886,0
IPI00307259.11,0.9999,0.9713,0.9011,0.7523,0.5069,0.1623,0.0869,0.0785,0.0725,0.0621,0
IPI00307591.5,0.9999,1.0131,0.9655,0.8234,0.6879,0.5489,0.4279,0.3951,0.3706,0.2801,0
IPI00328243.2,0.9999,0.9657,0.9532,0.9001,0.6968,0.4477,0.3006,0.2483,0.2242,0.1559,0
IPI00328306.9,0.9999,0.9723,0.856,0.6774,0.5434,0.3532,0.2604,0.2286,0.2131,0.1533,0
IPI00328840.9,0.9999,1.056,1.1215,1.159,1.0117,0.8774,0.6075,0.6253,0.5057,0.422,0
IPI00333010.8,0.9999,1.1025,1.2408,1.1348,0.7638,0.3971,0.2129,0.1518,0.135,0.0945,0
IPI00333908.1,0.9999,0.9929,1.0035,0.9617,0.9294,0.7741,0.7704,0.7417,0.7464,0.572,0
IPI00335001.2,0.9999,0.9956,0.9817,0.9472,0.8627,0.6641,0.5323,0.5108,0.427,0.323,0
IPI00335541.4,0.9999,0.8148,0.5278,0.3325,0.2228,0.1154,0.0808,0.0615,0.0517,0.0383,0
IPI00383997.2,0.9999,1.0179,0.9015,0.8491,0.7859,0.4915,0.4067,0.2256,0.0972,0.0802,0
IPI00385631.6,0.9999,1.1689,1.1911,1.1869,0.9386,0.37,0.1432,0.1178,0.0881,0.0727,0
IPI00394679.3,0.9999,0.9134,0.6018,0.4107,0.3375,0.2322,0.1671,0.1574,0.1299,0.1072,0
